	Shooting Permit,2018,Manhattan,Television Cable-episodic,10012
	Shooting Permit,2018,Manhattan,Film Feature,"10034, 10463"
	Shooting Permit,2018,Manhattan,WEB,10014
	Shooting Permit,2018,Manhattan,Television News,"10036, 10105"
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,"10001, 10121"
	Shooting Permit,2018,Manhattan,Television Episodic series,10036
	Shooting Permit,2018,Manhattan,Still Photography,"10017, 10022, 10152, 10171"
	Shooting Permit,2018,Manhattan,Television Episodic series,"10001, 10121"
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10027
	Shooting Permit,2018,Manhattan,Television Cable-episodic,"10019, 10022, 10065"
	Shooting Permit,2018,Manhattan,Television Episodic series,10010
	Shooting Permit,2018,Manhattan,Commercial Commercial,"10010, 10022, 11217"
	Shooting Permit,2018,Manhattan,Television Cable-episodic,10018
	Shooting Permit,2018,Manhattan,Still Photography,10011
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Shooting Permit,2018,Manhattan,Film Feature,"10011, 10013"
	Shooting Permit,2018,Manhattan,Film Feature,10036
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Shooting Permit,2018,Manhattan,Film Feature,"10022, 10152"
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,"10019, 10106"
	Shooting Permit,2018,Manhattan,Still Photography,"10013, 11201"
	Shooting Permit,2018,Manhattan,WEB,10029
	Shooting Permit,2018,Manhattan,Still Photography,10013
	Shooting Permit,2018,Manhattan,Film Feature,"10016, 10017"
	Shooting Permit,2018,Manhattan,Television Episodic series,"10004, 10005, 10038, 11238"
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10023
	Shooting Permit,2018,Manhattan,Still Photography,10036
	Shooting Permit,2018,Manhattan,Television Cable-episodic,10001
	Shooting Permit,2018,Manhattan,Television Episodic series,10011
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Shooting Permit,2018,Manhattan,Television Cable-episodic,10019
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,"10001, 10121"
	Shooting Permit,2018,Manhattan,Still Photography,"10013, 10017, 10022, 10152, 10171"
	Shooting Permit,2018,Manhattan,WEB,10022
	Shooting Permit,2018,Manhattan,Television Episodic series,"10001, 10011, 11101"
	Shooting Permit,2018,Manhattan,Television Episodic series,10003
	Shooting Permit,2018,Manhattan,WEB,10011
	Shooting Permit,2018,Manhattan,Still Photography,"10023, 10024"
	Shooting Permit,2018,Manhattan,Television Episodic series,10003
	Shooting Permit,2018,Manhattan,Television Episodic series,10036
	Shooting Permit,2018,Manhattan,Commercial Promo,"10001, 10014"
	Shooting Permit,2018,Manhattan,Television Episodic series,"10011, 10014"
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Rigging Permit,2018,Manhattan,Television Cable-episodic,10014
	Shooting Permit,2018,Manhattan,Television Talk Show,"10019, 10036"
	Shooting Permit,2018,Manhattan,Television Episodic series,"10003, 10009, 11207"
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Shooting Permit,2018,Manhattan,Television Episodic series,"10021, 10065, 11222"
	Shooting Permit,2018,Manhattan,Film Feature,10017
	Shooting Permit,2018,Manhattan,Television Episodic series,10011
	Shooting Permit,2018,Manhattan,Television Episodic series,"10010, 10016, 10018"
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Theater Load in and Load Outs,2018,Manhattan,Commercial Industrial/Corporate,10001
	Shooting Permit,2018,Manhattan,Television Special/Awards Show,"10001, 10121"
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10023
	Shooting Permit,2018,Manhattan,Film Feature,"10002, 10013"
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Shooting Permit,2018,Manhattan,Television Cable-episodic,10026
	Shooting Permit,2018,Manhattan,Film Feature,"10021, 10023"
	Shooting Permit,2018,Manhattan,Film Feature,"10017, 10019, 10020"
	Shooting Permit,2018,Manhattan,Still Photography,"10021, 10023, 10024, 10075"
	Shooting Permit,2018,Manhattan,Television Cable-episodic,"10004, 10005, 10012, 10013, 10041"
	Shooting Permit,2018,Manhattan,Television News,"10036, 10105"
	Shooting Permit,2018,Manhattan,WEB,10030
	Rigging Permit,2018,Manhattan,Television Cable-episodic,10014
	Rigging Permit,2018,Manhattan,Television Episodic series,"10004, 10005"
	Shooting Permit,2018,Manhattan,Television Episodic series,10029
	Shooting Permit,2018,Manhattan,Television Episodic series,10001
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10023
	Shooting Permit,2018,Manhattan,Television Morning Show,10036
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10001
	Shooting Permit,2018,Manhattan,Television Episodic series,"10004, 10005"
	Shooting Permit,2018,Manhattan,Film Feature,10029
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Shooting Permit,2018,Manhattan,Film Feature,10036
	Theater Load in and Load Outs,2018,Manhattan,Commercial Industrial/Corporate,10001
	Shooting Permit,2018,Manhattan,Television News,"10036, 10105"
	Shooting Permit,2018,Manhattan,Television Special/Awards Show,"10001, 10121"
	Rigging Permit,2018,Manhattan,Television Cable-episodic,10014
	Shooting Permit,2018,Manhattan,Still Photography,10027
	Shooting Permit,2018,Manhattan,Film Feature,"10009, 10036"
	Shooting Permit,2018,Manhattan,WEB,10012
	Theater Load in and Load Outs,2018,Manhattan,Theater Theater,10019
	Shooting Permit,2018,Manhattan,Television Episodic series,"10002, 10012, 10013, 10023"
	Shooting Permit,2018,Manhattan,Television Cable-episodic,10013
